"Epoch","sage-sweep-27 - _step","sage-sweep-27 - _step__MIN","sage-sweep-27 - _step__MAX","sage-sweep-27 - Loss","sage-sweep-27 - Loss__MIN","sage-sweep-27 - Loss__MAX","feasible-sweep-3 - _step","feasible-sweep-3 - _step__MIN","feasible-sweep-3 - _step__MAX","feasible-sweep-3 - Loss","feasible-sweep-3 - Loss__MIN","feasible-sweep-3 - Loss__MAX","driven-sweep-4 - _step","driven-sweep-4 - _step__MIN","driven-sweep-4 - _step__MAX","driven-sweep-4 - Loss","driven-sweep-4 - Loss__MIN","driven-sweep-4 - Loss__MAX","wise-sweep-30 - _step","wise-sweep-30 - _step__MIN","wise-sweep-30 - _step__MAX","wise-sweep-30 - Loss","wise-sweep-30 - Loss__MIN","wise-sweep-30 - Loss__MAX","swift-sweep-20 - _step","swift-sweep-20 - _step__MIN","swift-sweep-20 - _step__MAX","swift-sweep-20 - Loss","swift-sweep-20 - Loss__MIN","swift-sweep-20 - Loss__MAX","rich-sweep-12 - _step","rich-sweep-12 - _step__MIN","rich-sweep-12 - _step__MAX","rich-sweep-12 - Loss","rich-sweep-12 - Loss__MIN","rich-sweep-12 - Loss__MAX","bumbling-sweep-9 - _step","bumbling-sweep-9 - _step__MIN","bumbling-sweep-9 - _step__MAX","bumbling-sweep-9 - Loss","bumbling-sweep-9 - Loss__MIN","bumbling-sweep-9 - Loss__MAX","glad-sweep-33 - _step","glad-sweep-33 - _step__MIN","glad-sweep-33 - _step__MAX","glad-sweep-33 - Loss","glad-sweep-33 - Loss__MIN","glad-sweep-33 - Loss__MAX","ethereal-sweep-29 - _step","ethereal-sweep-29 - _step__MIN","ethereal-sweep-29 - _step__MAX","ethereal-sweep-29 - Loss","ethereal-sweep-29 - Loss__MIN","ethereal-sweep-29 - Loss__MAX","winter-sweep-18 - _step","winter-sweep-18 - _step__MIN","winter-sweep-18 - _step__MAX","winter-sweep-18 - Loss","winter-sweep-18 - Loss__MIN","winter-sweep-18 - Loss__MAX","flowing-sweep-8 - _step","flowing-sweep-8 - _step__MIN","flowing-sweep-8 - _step__MAX","flowing-sweep-8 - Loss","flowing-sweep-8 - Loss__MIN","flowing-sweep-8 - Loss__MAX","good-sweep-17 - _step","good-sweep-17 - _step__MIN","good-sweep-17 - _step__MAX","good-sweep-17 - Loss","good-sweep-17 - Loss__MIN","good-sweep-17 - Loss__MAX","exalted-sweep-7 - _step","exalted-sweep-7 - _step__MIN","exalted-sweep-7 - _step__MAX","exalted-sweep-7 - Loss","exalted-sweep-7 - Loss__MIN","exalted-sweep-7 - Loss__MAX","revived-sweep-15 - _step","revived-sweep-15 - _step__MIN","revived-sweep-15 - _step__MAX","revived-sweep-15 - Loss","revived-sweep-15 - Loss__MIN","revived-sweep-15 - Loss__MAX","stellar-sweep-2 - _step","stellar-sweep-2 - _step__MIN","stellar-sweep-2 - _step__MAX","stellar-sweep-2 - Loss","stellar-sweep-2 - Loss__MIN","stellar-sweep-2 - Loss__MAX","astral-sweep-16 - _step","astral-sweep-16 - _step__MIN","astral-sweep-16 - _step__MAX","astral-sweep-16 - Loss","astral-sweep-16 - Loss__MIN","astral-sweep-16 - Loss__MAX","dashing-sweep-21 - _step","dashing-sweep-21 - _step__MIN","dashing-sweep-21 - _step__MAX","dashing-sweep-21 - Loss","dashing-sweep-21 - Loss__MIN","dashing-sweep-21 - Loss__MAX","good-sweep-5 - _step","good-sweep-5 - _step__MIN","good-sweep-5 - _step__MAX","good-sweep-5 - Loss","good-sweep-5 - Loss__MIN","good-sweep-5 - Loss__MAX","happy-sweep-32 - _step","happy-sweep-32 - _step__MIN","happy-sweep-32 - _step__MAX","happy-sweep-32 - Loss","happy-sweep-32 - Loss__MIN","happy-sweep-32 - Loss__MAX","celestial-sweep-6 - _step","celestial-sweep-6 - _step__MIN","celestial-sweep-6 - _step__MAX","celestial-sweep-6 - Loss","celestial-sweep-6 - Loss__MIN","celestial-sweep-6 - Loss__MAX","breezy-sweep-31 - _step","breezy-sweep-31 - _step__MIN","breezy-sweep-31 - _step__MAX","breezy-sweep-31 - Loss","breezy-sweep-31 - Loss__MIN","breezy-sweep-31 - Loss__MAX","sweet-sweep-10 - _step","sweet-sweep-10 - _step__MIN","sweet-sweep-10 - _step__MAX","sweet-sweep-10 - Loss","sweet-sweep-10 - Loss__MIN","sweet-sweep-10 - Loss__MAX","smart-sweep-13 - _step","smart-sweep-13 - _step__MIN","smart-sweep-13 - _step__MAX","smart-sweep-13 - Loss","smart-sweep-13 - Loss__MIN","smart-sweep-13 - Loss__MAX","twilight-sweep-1 - _step","twilight-sweep-1 - _step__MIN","twilight-sweep-1 - _step__MAX","twilight-sweep-1 - Loss","twilight-sweep-1 - Loss__MIN","twilight-sweep-1 - Loss__MAX","royal-sweep-19 - _step","royal-sweep-19 - _step__MIN","royal-sweep-19 - _step__MAX","royal-sweep-19 - Loss","royal-sweep-19 - Loss__MIN","royal-sweep-19 - Loss__MAX","youthful-sweep-28 - _step","youthful-sweep-28 - _step__MIN","youthful-sweep-28 - _step__MAX","youthful-sweep-28 - Loss","youthful-sweep-28 - Loss__MIN","youthful-sweep-28 - Loss__MAX","firm-sweep-24 - _step","firm-sweep-24 - _step__MIN","firm-sweep-24 - _step__MAX","firm-sweep-24 - Loss","firm-sweep-24 - Loss__MIN","firm-sweep-24 - Loss__MAX","fresh-sweep-11 - _step","fresh-sweep-11 - _step__MIN","fresh-sweep-11 - _step__MAX","fresh-sweep-11 - Loss","fresh-sweep-11 - Loss__MIN","fresh-sweep-11 - Loss__MAX","laced-sweep-24 - _step","laced-sweep-24 - _step__MIN","laced-sweep-24 - _step__MAX","laced-sweep-24 - Loss","laced-sweep-24 - Loss__MIN","laced-sweep-24 - Loss__MAX","good-sweep-25 - _step","good-sweep-25 - _step__MIN","good-sweep-25 - _step__MAX","good-sweep-25 - Loss","good-sweep-25 - Loss__MIN","good-sweep-25 - Loss__MAX"
"28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","163.5","162","165","0.0014750000000000002","0.0014","0.0015","163.5","162","165","0.0015500000000000002","0.0015","0.0016","493.5","486","501","0.0005500000000000001","0.0005","0.0007","163.5","162","165","0.001725","0.0017","0.0018","163.5","162","165","0.0148","0.0072","0.0219","163.5","162","165","0.02615","0.0181","0.0353","191","189","193","0.08784","0.0473","0.1162","273.5","270","277","0.0749875","0.0364","0.0998","273.5","270","277","0.0697625","0.0402","0.1139","273.5","270","277","0.0493125","0.0319","0.0773","163.5","162","165","0.0611","0.0465","0.0737","191","189","193","0.01508","0.0078","0.0291","191","189","193","0.04342","0.021","0.057","191","189","193","0.06028","0.0455","0.0805","273.5","270","277","0.0306125","0.0179","0.0467","163.5","162","165","0.002675","0.0026","0.0027","493.5","486","501","0.0018874999999999996","0.0017","0.0023","493.5","486","501","0.0004625000000000001","0.0004","0.0006","493.5","486","501","0.000575","0.0005","0.0007","191","189","193","0.0631","0.0497","0.0777"
"29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","169.5","168","171","0.0014","0.0014","0.0014","169.5","168","171","0.0015","0.0015","0.0015","511.5","504","519","0.0005125000000000002","0.0004","0.0006","169.5","168","171","0.001625","0.0016","0.0017","169.5","168","171","0.021875","0.0167","0.0315","169.5","168","171","0.0316","0.0111","0.062","198","196","200","0.08416","0.0411","0.1204","283.5","280","287","0.0696125","0.0406","0.1036","283.5","280","287","0.08031250000000001","0.0427","0.1226","283.5","280","287","0.051399999999999994","0.0364","0.0883","169.5","168","171","0.059899999999999995","0.0402","0.0767","198","196","200","0.01738","0.0135","0.0244","198","196","200","0.0441","0.0252","0.0552","198","196","200","0.05107999999999999","0.0236","0.0707","283.5","280","287","0.028562499999999998","0.0086","0.0464","169.5","168","171","0.002575","0.0025","0.0026","511.5","504","519","0.00178125","0.0016","0.002","511.5","504","519","0.0004375000000000001","0.0004","0.0005","511.5","504","519","0.00056875","0.0005","0.0007","198","196","200","0.04532","0.0216","0.068"
"30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","175.5","174","177","0.0013750000000000001","0.0013","0.0014","175.5","174","177","0.00145","0.0014","0.0015","529.5","522","537","0.0005000000000000001","0.0004","0.0006","175.5","174","177","0.001575","0.0015","0.0016","175.5","174","177","0.026424999999999997","0.0159","0.04","175.5","174","177","0.038849999999999996","0.0219","0.0537","205","203","207","0.08298000000000001","0.0476","0.1088","293.5","290","297","0.0743875","0.0414","0.1295","293.5","290","297","0.0710375","0.0229","0.1207","293.5","290","297","0.050875","0.0134","0.1163","175.5","174","177","0.062150000000000004","0.0557","0.0773","205","203","207","0.0157","0.0082","0.027","205","203","207","0.05682","0.0219","0.1054","205","203","207","0.062360000000000006","0.0395","0.0967","293.5","290","297","0.038187500000000006","0.0279","0.0487","175.5","174","177","0.0024749999999999998","0.0024","0.0025","529.5","522","537","0.0017000000000000001","0.0015","0.002","529.5","522","537","0.0004187500000000001","0.0004","0.0005","529.5","522","537","0.0005562500000000001","0.0005","0.0009","205","203","207","0.03577999999999999","0.0152","0.0549"
"31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","181.5","180","183","0.043125000000000004","0.0351","0.0588","212","210","214","0.011","0.0033","0.017","212","210","214","0.039959999999999996","0.0223","0.0601","212","210","214","0.03915999999999999","0.0245","0.059","303.5","300","307","0.0334625","0.0127","0.0528","181.5","180","183","0.002375","0.0023","0.0024","","","","","","","547.5","540","555","0.0004125000000000001","0.0003","0.0005","547.5","540","555","0.0005187500000000001","0.0004","0.0006","212","210","214","0.044820000000000006","0.0129","0.0822"
"32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","187.5","186","189","0.028025","0.0152","0.0558","219","217","221","0.009819999999999999","0.0032","0.0203","219","217","221","0.05331999999999999","0.0288","0.0779","219","217","221","0.06944","0.0523","0.0855","313.5","310","317","0.030937500000000007","0.0135","0.0591","187.5","186","189","0.002275","0.0022","0.0023","","","","","","","565.5","558","573","0.00039375000000000006","0.0003","0.0005","565.5","558","573","0.0004750000000000001","0.0004","0.0005","219","217","221","0.07044","0.0567","0.0951"
"33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","193.5","192","195","0.0402","0.0187","0.0628","226","224","228","0.01508","0.0103","0.0216","226","224","228","0.04523999999999999","0.0293","0.0642","226","224","228","0.06208","0.0265","0.1157","323.5","320","327","0.0322875","0.013","0.0761","193.5","192","195","0.0022","0.0022","0.0022","","","","","","","583.5","576","591","0.0003937500000000001","0.0003","0.0005","583.5","576","591","0.0004875000000000002","0.0004","0.0005","226","224","228","0.0339","0.0304","0.0381"
"34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","199.5","198","201","0.08132500000000001","0.0637","0.0916","233","231","235","0.01168","0.002","0.0335","233","231","235","0.054279999999999995","0.0334","0.0727","233","231","235","0.04974","0.0284","0.0741","333.5","330","337","0.031725","0.0191","0.0422","199.5","198","201","0.0021249999999999997","0.0021","0.0022","","","","","","","601.5","594","609","0.0003812500000000001","0.0003","0.0004","601.5","594","609","0.00048125","0.0004","0.0005","233","231","235","0.055479999999999995","0.0363","0.0882"
"35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","205.5","204","207","0.070225","0.0444","0.0958","240","238","242","0.016120000000000002","0.0105","0.0218","240","238","242","0.03408","0.0188","0.0647","240","238","242","0.07414","0.0398","0.0969","343.5","340","347","0.02005","0.0068","0.0337","205.5","204","207","0.002075","0.002","0.0021","","","","","","","619.5","612","627","0.00036875000000000005","0.0003","0.0004","619.5","612","627","0.00047500000000000016","0.0004","0.0006","240","238","242","0.059160000000000004","0.0408","0.0705"
"36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","211.5","210","213","0.05565","0.0444","0.0652","247","245","249","0.010600000000000002","0.0085","0.0143","247","245","249","0.03882","0.017","0.0678","247","245","249","0.04434","0.029","0.0793","353.5","350","357","0.0380375","0.0044","0.0602","211.5","210","213","0.002","0.002","0.002","","","","","","","637.5","630","645","0.00031874999999999997","0.0003","0.0004","637.5","630","645","0.0004375","0.0004","0.0005","247","245","249","0.03982","0.0217","0.0714"
"37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","217.5","216","219","0.03724999999999999","0.0334","0.0452","254","252","256","0.00814","0.0029","0.0164","254","252","256","0.05167999999999999","0.0351","0.0774","254","252","256","0.041100000000000005","0.0337","0.0504","363.5","360","367","0.035587499999999994","0.0076","0.0641","217.5","216","219","0.00195","0.0019","0.002","","","","","","","655.5","648","663","0.00033125","0.0003","0.0004","655.5","648","663","0.0004312500000000001","0.0004","0.0005","254","252","256","0.03784","0.0182","0.0578"
"38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","223.5","222","225","0.034874999999999996","0.0269","0.0451","261","259","263","0.01128","0.0018","0.02","261","259","263","0.050140000000000004","0.0296","0.066","261","259","263","0.045619999999999994","0.0218","0.062","373.5","370","377","0.019662499999999996","0.0011","0.0368","223.5","222","225","0.0019","0.0019","0.0019","","","","","","","673.5","666","681","0.00031249999999999995","0.0003","0.0004","673.5","666","681","0.00040625000000000014","0.0003","0.0005","261","259","263","0.03392","0.0215","0.0728"
"39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","229.5","228","231","0.043375","0.0233","0.0597","268","266","270","0.011980000000000001","0.0054","0.0166","268","266","270","0.03541999999999999","0.0209","0.0492","268","266","270","0.04224","0.0267","0.0498","383.5","380","387","0.025575","0.005","0.064","229.5","228","231","0.0018","0.0018","0.0018","","","","","","","691.5","684","699","0.00031249999999999995","0.0003","0.0004","691.5","684","699","0.00041875000000000007","0.0004","0.0005","268","266","270","0.04276","0.0062","0.0609"
"40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","235.5","234","237","0.0695","0.0435","0.0927","275","273","277","0.01676","0.0071","0.0256","275","273","277","0.0434","0.0244","0.0586","275","273","277","0.0739","0.0561","0.1173","393.5","390","397","0.0335","0.0134","0.0531","235.5","234","237","0.001775","0.0017","0.0018","","","","","","","709.5","702","717","0.00031249999999999995","0.0003","0.0004","709.5","702","717","0.00039375000000000006","0.0003","0.0005","275","273","277","0.038919999999999996","0.019","0.055"
"41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","241.5","240","243","0.050875","0.0344","0.0733","282","280","284","0.0045000000000000005","0.0005","0.0069","282","280","284","0.0372","0.0197","0.0503","282","280","284","0.038540000000000005","0.0218","0.0552","403.5","400","407","0.031825","0.0194","0.0783","241.5","240","243","0.001725","0.0017","0.0018","","","","","","","727.5","720","735","0.0003","0.0002","0.0004","727.5","720","735","0.0003875000000000001","0.0003","0.0004","282","280","284","0.028600000000000004","0.004","0.0447"
"42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","247.5","246","249","0.0479","0.029","0.066","289","287","291","0.009540000000000002","0.0057","0.0134","289","287","291","0.04412","0.0189","0.0595","289","287","291","0.07409999999999999","0.0375","0.1","413.5","410","417","0.046775","0.0263","0.0729","247.5","246","249","0.0017","0.0017","0.0017","","","","","","","745.5","738","753","0.00031874999999999997","0.0003","0.0005","745.5","738","753","0.000375","0.0003","0.0005","289","287","291","0.06778","0.0351","0.0984"
"43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","253.5","252","255","0.03845","0.024","0.0603","296","294","298","0.017359999999999997","0.0056","0.0375","296","294","298","0.038680000000000006","0.0246","0.0483","296","294","298","0.05513999999999999","0.0354","0.0741","423.5","420","427","0.020925000000000003","0.0044","0.0411","253.5","252","255","0.00165","0.0016","0.0017","","","","","","","763.5","756","771","0.00030624999999999994","0.0002","0.0004","763.5","756","771","0.00036875000000000005","0.0003","0.0004","296","294","298","0.05162","0.0363","0.0643"
"44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","259.5","258","261","0.0492","0.0401","0.0647","303","301","305","0.008879999999999999","0.0035","0.0138","303","301","305","0.035640000000000005","0.0181","0.0511","303","301","305","0.05292","0.0279","0.0864","433.5","430","437","0.019975000000000003","0.0002","0.0523","259.5","258","261","0.0016","0.0016","0.0016","","","","","","","781.5","774","789","0.00029374999999999996","0.0002","0.0004","781.5","774","789","0.00035625000000000007","0.0003","0.0004","303","301","305","0.04462","0.0073","0.0725"
"45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","265.5","264","267","0.07375","0.0441","0.1061","310","308","312","0.0117","0.0062","0.0201","310","308","312","0.05236","0.0226","0.0764","310","308","312","0.04868","0.0303","0.0752","443.5","440","447","0.033499999999999995","0.0149","0.0613","265.5","264","267","0.0016","0.0016","0.0016","","","","","","","799.5","792","807","0.00028749999999999994","0.0002","0.0003","799.5","792","807","0.0003375","0.0003","0.0004","310","308","312","0.045020000000000004","0.0249","0.0676"
"46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","271.5","270","273","0.032675","0.0179","0.0548","317","315","319","0.0048200000000000005","0.0021","0.0085","317","315","319","0.05358","0.0337","0.0624","317","315","319","0.04568","0.0351","0.0589","453.5","450","457","0.0369875","0.0155","0.0739","271.5","270","273","0.0015249999999999999","0.0015","0.0016","","","","","","","817.5","810","825","0.00025624999999999997","0.0002","0.0003","817.5","810","825","0.00033125","0.0003","0.0004","317","315","319","0.034339999999999996","0.0084","0.0613"
"47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","277.5","276","279","0.039625","0.0255","0.0494","324","322","326","0.00738","0.0029","0.0105","324","322","326","0.03604","0.015","0.0915","324","322","326","0.03915999999999999","0.0312","0.0477","463.5","460","467","0.0260375","0.0005","0.0792","277.5","276","279","0.0015","0.0015","0.0015","","","","","","","835.5","828","843","0.00026875","0.0002","0.0003","835.5","828","843","0.00031874999999999997","0.0003","0.0004","324","322","326","0.05948","0.0307","0.0834"
"48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","283.5","282","285","0.0361","0.0163","0.0593","331","329","333","0.00712","0.001","0.0146","331","329","333","0.025740000000000002","0.0151","0.0479","331","329","333","0.06584","0.0428","0.0937","473.5","470","477","0.030125","0.0111","0.0501","283.5","282","285","0.0014500000000000001","0.0014","0.0015","","","","","","","853.5","846","861","0.0002625","0.0002","0.0003","853.5","846","861","0.00033749999999999996","0.0003","0.0004","331","329","333","0.05295999999999999","0.0189","0.0716"
"49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","289.5","288","291","0.04962499999999999","0.0351","0.0652","338","336","340","0.00738","0.0013","0.0165","338","336","340","0.0182","0.0074","0.0276","338","336","340","0.06028","0.0101","0.1168","483.5","480","487","0.029574999999999997","0.0146","0.0668","289.5","288","291","0.0014","0.0014","0.0014","","","","","","","871.5","864","879","0.00025","0.0002","0.0003","871.5","864","879","0.00030624999999999994","0.0003","0.0004","338","336","340","0.02028","0.0087","0.0393"
"50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","295.5","294","297","0.05714999999999999","0.049","0.0694","345","343","347","0.009159999999999998","0.0023","0.0165","345","343","347","0.03192","0.0204","0.07","345","343","347","0.03782","0.0231","0.069","493.5","490","497","0.023537499999999996","0.0034","0.0562","295.5","294","297","0.0014","0.0014","0.0014","","","","","","","889.5","882","897","0.00023125000000000004","0.0002","0.0004","889.5","882","897","0.0003","0.0003","0.0003","345","343","347","0.04562","0.0154","0.1068"
"51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","301.5","300","303","0.001375","0.0013","0.0014","","","","","","","907.5","900","915","0.00023125000000000004","0.0002","0.0003","907.5","900","915","0.00030625","0.0003","0.0004","352","350","354","0.03624","0.0181","0.0506"
"52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","307.5","306","309","0.001325","0.0013","0.0014","","","","","","","925.5","918","933","0.00021250000000000004","0.0002","0.0003","925.5","918","933","0.00029374999999999996","0.0002","0.0003","359","357","361","0.05312","0.0257","0.0683"
"53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","313.5","312","315","0.0013","0.0013","0.0013","","","","","","","943.5","936","951","0.00021875000000000003","0.0002","0.0003","943.5","936","951","0.00029374999999999996","0.0002","0.0003","366","364","368","0.043340000000000004","0.0048","0.0764"
"54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","319.5","318","321","0.0013","0.0013","0.0013","","","","","","","961.5","954","969","0.00021875000000000003","0.0002","0.0003","961.5","954","969","0.00029374999999999996","0.0002","0.0003","373","371","375","0.04238","0.025","0.0573"
"55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","325.5","324","327","0.0012749999999999999","0.0012","0.0013","","","","","","","979.5","972","987","0.00021250000000000004","0.0002","0.0003","979.5","972","987","0.0003","0.0002","0.0004","380","378","382","0.06495999999999999","0.0155","0.1084"
"56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331.5","330","333","0.0012","0.0012","0.0012","","","","","","","997.5","990","1005","0.00020000000000000006","0.0002","0.0002","997.5","990","1005","0.0002812499999999999","0.0002","0.0003","387","385","389","0.04156","0.0229","0.0819"
"57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","337.5","336","339","0.0012","0.0012","0.0012","","","","","","","1015.5","1008","1023","0.00020000000000000006","0.0002","0.0002","1015.5","1008","1023","0.00029374999999999996","0.0002","0.0003","394","392","396","0.03216","0.0152","0.0606"
"58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","343.5","342","345","0.0012","0.0012","0.0012","","","","","","","1033.5","1026","1041","0.00020000000000000006","0.0002","0.0002","1033.5","1026","1041","0.00026874999999999995","0.0002","0.0003","401","399","403","0.03984","0.0091","0.0704"
"59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","349.5","348","351","0.0011749999999999998","0.0011","0.0012","","","","","","","1051.5","1044","1059","0.00020000000000000006","0.0002","0.0002","1051.5","1044","1059","0.00025625","0.0002","0.0003","408","406","410","0.042100000000000005","0.0135","0.0855"
